01,10,12,13,14,15,16,17,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,44,45,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,70,72,73,75,78,79,80,82,83,87,99
0.8558,-0.2031,-0.3284,-0.3425,0.2224,0.7588,0.6943,0.7134,0.9834,1.0,0.9288,0.9847,0.7193,0.987,0.9286,0.9798,0.9895,0.1959,0.9822,0.9643,0.5295,0.5872,0.892,0.9602,0.9414,0.7339,0.9775,0.9729,0.3838,0.7149,0.1309,0.7857,0.038,0.9285,0.6753,0.969,0.9815,0.9946,0.9937,0.9886,0.9091,0.9845,0.9926,0.904,0.9957,0.864,0.9731,0.9834,0.9738,0.9726,0.7481,0.6982,0.7096,0.9995,0.9811,0.8082,0.9085,0.7889,0.9912,0.9955,0.9945,0.9946,0.9135
0.9122,-0.0241,-0.1426,-0.1851,0.484,0.8188,0.8018,0.9005,0.973,0.9288,1.0,0.8702,0.8719,0.9754,0.9946,0.9584,0.8909,0.415,0.9672,0.8163,0.7834,0.8126,0.9951,0.96,0.8864,0.9331,0.8915,0.8313,0.6681,0.8978,0.2527,0.9039,0.3605,0.9059,0.7361,0.9887,0.9824,0.9546,0.9091,0.8727,0.9872,0.8733,0.9064,0.9018,0.8957,0.9557,0.9891,0.9794,0.9853,0.9774,0.7651,0.6425,0.6605,0.9393,0.9015,0.9352,0.884,0.8347,0.889,0.913,0.9056,0.9542,0.9013
0.8387,-0.1964,-0.3065,-0.2957,0.1735,0.7438,0.6898,0.641,0.9596,0.9847,0.8702,1.0,0.6685,0.9501,0.8846,0.9303,0.9755,0.1829,0.942,0.9948,0.4439,0.5175,0.8227,0.9042,0.8921,0.6392,0.9536,0.9794,0.2852,0.6256,0.162,0.7359,-0.0635,0.8561,0.6971,0.9242,0.9439,0.9769,0.9961,0.994,0.8432,0.9999,0.9685,0.905,0.9934,0.8228,0.9317,0.9439,0.9347,0.9192,0.7569,0.7406,0.7427,0.981,0.9484,0.7429,0.8307,0.7574,0.976,0.9879,0.9925,0.977,0.8549
0.9596,0.4683,0.3523,0.2945,0.8358,0.9586,0.9622,0.9852,0.8173,0.7193,0.8719,0.6685,1.0,0.7866,0.8779,0.7374,0.6177,0.7962,0.7392,0.6021,0.9477,0.9746,0.9021,0.7068,0.5595,0.8866,0.5914,0.5436,0.8912,0.9683,0.6745,0.9928,0.6937,0.6434,0.9121,0.8489,0.8169,0.7802,0.709,0.6257,0.9125,0.6713,0.6578,0.9033,0.6638,0.9698,0.8313,0.8094,0.8465,0.7763,0.9119,0.7958,0.8116,0.7394,0.6211,0.9811,0.6163,0.9409,0.6264,0.7366,0.727,0.7812,0.5746
0.8839,-0.152,-0.277,-0.3049,0.3221,0.7837,0.7364,0.7991,0.9941,0.987,0.9754,0.9501,0.7866,1.0,0.971,0.9915,0.9677,0.2727,0.9958,0.9147,0.6397,0.6844,0.9512,0.9825,0.9434,0.8327,0.963,0.9317,0.5046,0.8012,0.1607,0.8407,0.1682,0.9436,0.6946,0.9936,0.9987,0.9933,0.9728,0.9565,0.957,0.9513,0.976,0.9082,0.9704,0.9107,0.9966,0.999,0.9944,0.9946,0.7523,0.6682,0.6834,0.991,0.9694,0.8705,0.9234,0.8113,0.9676,0.9756,0.9714,0.993,0.934
0.929,0.0011,-0.1049,-0.1328,0.499,0.8315,0.8342,0.8989,0.9787,0.9286,0.9946,0.8846,0.8779,0.971,1.0,0.9416,0.8873,0.4481,0.9608,0.8352,0.7802,0.8171,0.9863,0.9444,0.8651,0.922,0.8837,0.8345,0.6555,0.8809,0.2948,0.9049,0.3425,0.8695,0.7779,0.9829,0.9795,0.9588,0.9204,0.8803,0.9741,0.8886,0.8961,0.9219,0.9001,0.9626,0.9862,0.9738,0.9824,0.963,0.7867,0.6726,0.6844,0.9387,0.8868,0.9275,0.8423,0.8314,0.883,0.9149,0.9106,0.9584,0.8828
0.8328,-0.225,-0.3609,-0.4012,0.2518,0.7327,0.6601,0.7589,0.9719,0.9798,0.9584,0.9303,0.7374,0.9915,0.9416,1.0,0.9714,0.1845,0.9928,0.894,0.5952,0.6323,0.9339,0.991,0.9686,0.811,0.9727,0.933,0.4678,0.7793,0.0693,0.8009,0.1361,0.9784,0.6111,0.9809,0.9859,0.9762,0.9536,0.9475,0.9446,0.9302,0.9843,0.8601,0.9623,0.8698,0.9821,0.9899,0.9791,0.997,0.6949,0.6082,0.6295,0.9826,0.9848,0.8421,0.9653,0.7808,0.9735,0.9648,0.9578,0.976,0.9534
0.7731,-0.3422,-0.4597,-0.4669,0.0864,0.6569,0.5874,0.6227,0.9544,0.9895,0.8909,0.9755,0.6177,0.9677,0.8873,0.9714,1.0,0.0556,0.9748,0.9623,0.4253,0.481,0.8447,0.961,0.9687,0.6788,0.9959,0.9915,0.272,0.6289,-0.0099,0.6928,-0.0816,0.9367,0.5682,0.9349,0.9549,0.9722,0.9814,0.9925,0.8571,0.9752,0.9953,0.8347,0.9937,0.7882,0.944,0.9584,0.9395,0.9571,0.6475,0.6041,0.615,0.9855,0.9935,0.7257,0.9199,0.6958,0.9988,0.9764,0.9765,0.9718,0.9399
0.6744,0.8807,0.8403,0.8071,0.978,0.7575,0.8367,0.7448,0.3431,0.1959,0.415,0.1829,0.7962,0.2727,0.4481,0.1845,0.0556,1.0,0.2011,0.126,0.8244,0.841,0.4738,0.1458,-0.0473,0.5453,0.0108,-0.0076,0.8426,0.6901,0.9438,0.7301,0.8373,0.0503,0.8205,0.368,0.3216,0.2876,0.2152,0.0998,0.4794,0.1874,0.0959,0.5783,0.1378,0.644,0.344,0.3055,0.3695,0.2425,0.7356,0.6588,0.6572,0.2211,0.0372,0.6683,0.018,0.6779,0.065,0.2377,0.2333,0.2893,-0.0151
0.8412,-0.2341,-0.3524,-0.3774,0.2577,0.725,0.6816,0.7638,0.9837,0.9822,0.9672,0.942,0.7392,0.9958,0.9608,0.9928,0.9748,0.2011,1.0,0.9078,0.6005,0.6414,0.9394,0.9937,0.9666,0.8254,0.9773,0.9397,0.4608,0.7674,0.0758,0.7957,0.1185,0.9546,0.6342,0.9819,0.9908,0.984,0.9661,0.9574,0.9379,0.9436,0.978,0.8688,0.9687,0.877,0.9886,0.9914,0.9819,0.9943,0.6898,0.6012,0.6164,0.985,0.9792,0.834,0.9359,0.7561,0.9718,0.963,0.9591,0.9834,0.9621
