GVKEY,CUSIP,EXEC_FULLNAME,CONAME,EXECID,YEAR,GENDER,SICDESC,NAICSDESC,NAICS,SIC,agree,consc,extra,neuro,openn
001004,000361105,David P. Storch,AAR CORP,9249,2011,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,David P. Storch,AAR CORP,9249,2012,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,David P. Storch,AAR CORP,9249,2013,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,David P. Storch,AAR CORP,9249,2014,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,David P. Storch,AAR CORP,9249,2015,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,David P. Storch,AAR CORP,9249,2016,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,David P. Storch,AAR CORP,9249,2017,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.5673189,4.8209267,4.128623,3.7632363,4.2343645
001004,000361105,"John McClain Holmes, III",AAR CORP,48195,2018,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.830807,4.6969748,4.3022714,3.6523662,4.0730834
001004,000361105,"John McClain Holmes, III",AAR CORP,48195,2019,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.830807,4.6969748,4.3022714,3.6523662,4.0730834
001004,000361105,"John McClain Holmes, III",AAR CORP,48195,2020,MALE,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",Transportation Equipment and Supplies (except Moto,423860,5080,3.830807,4.6969748,4.3022714,3.6523662,4.0730834
001410,000957100,Henrik C. Slipsager,ABM INDUSTRIES INC,16088,2011,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,3.774287,5.1336069,4.7217774,3.3852015,4.6431918
001410,000957100,Henrik C. Slipsager,ABM INDUSTRIES INC,16088,2012,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,3.774287,5.1336069,4.7217774,3.3852015,4.6431918
001410,000957100,Henrik C. Slipsager,ABM INDUSTRIES INC,16088,2013,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,3.774287,5.1336069,4.7217774,3.3852015,4.6431918
001410,000957100,Henrik C. Slipsager,ABM INDUSTRIES INC,16088,2014,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,3.774287,5.1336069,4.7217774,3.3852015,4.6431918
001410,000957100,Scott B. Salmirs,ABM INDUSTRIES INC,48544,2015,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,4.1927581,5.1364622,5.3775868,3.1293306,4.7532902
001410,000957100,Scott B. Salmirs,ABM INDUSTRIES INC,48544,2016,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,4.1927581,5.1364622,5.3775868,3.1293306,4.7532902
001410,000957100,Scott B. Salmirs,ABM INDUSTRIES INC,48544,2017,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,4.1927581,5.1364622,5.3775868,3.1293306,4.7532902
001410,000957100,Scott B. Salmirs,ABM INDUSTRIES INC,48544,2018,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,4.1927581,5.1364622,5.3775868,3.1293306,4.7532902
001410,000957100,Scott B. Salmirs,ABM INDUSTRIES INC,48544,2019,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,4.1927581,5.1364622,5.3775868,3.1293306,4.7532902
001410,000957100,Scott B. Salmirs,ABM INDUSTRIES INC,48544,2020,MALE,SERVICES TO DWELLINGS AND OTHER BUILDINGS,Janitorial Services,561720,7340,4.1927581,5.1364622,5.3775868,3.1293306,4.7532902
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2011,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2012,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2013,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2014,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2015,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2016,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2017,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2018,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2019,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
001449,001055102,Daniel Paul Amos,AFLAC INC,13,2020,MALE,ACCIDENT AND HEALTH INSURANCE,Direct Health and Medical Insurance Carriers,524114,6321,4.0259337,5.4748073,4.9570661,3.0452795,4.846137
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2011,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2012,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2013,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2014,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2015,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2016,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2017,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2018,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2019,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
025180,001084102,Martin H. Richenhagen,AGCO CORP,27857,2020,MALE,FARM MACHINERY AND EQUIPMENT,Farm Machinery and Equipment Manufacturing,333111,3523,3.388154,4.634954,4.1974416,3.7373619,4.1582103
024216,00130H105,Paul T. Hanrahan,AES CORP (THE),20985,2011,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5533926,5.1641903,3.9156773,3.6972094,4.35044
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2012,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2013,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2014,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2015,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2016,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2017,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2018,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2019,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
024216,00130H105,Andres Ricardo Gluski Weilert,AES CORP (THE),31153,2020,MALE,COGENERATION SERVICES AND SMALL POWER PRODUCERS,Electric Power Generation,22111,4991,3.5463853,5.1425929,3.9692197,3.7463048,4.1784897
029968,001547108,James L. Wainscott,AK STEEL HOLDING CORP,21310,2011,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,3.2289588,4.9350433,4.0878658,3.9207349,4.0743589
029968,001547108,James L. Wainscott,AK STEEL HOLDING CORP,21310,2012,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,3.2289588,4.9350433,4.0878658,3.9207349,4.0743589
029968,001547108,James L. Wainscott,AK STEEL HOLDING CORP,21310,2013,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,3.2289588,4.9350433,4.0878658,3.9207349,4.0743589
029968,001547108,James L. Wainscott,AK STEEL HOLDING CORP,21310,2014,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,3.2289588,4.9350433,4.0878658,3.9207349,4.0743589
029968,001547108,James L. Wainscott,AK STEEL HOLDING CORP,21310,2015,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,3.2289588,4.9350433,4.0878658,3.9207349,4.0743589
029968,001547108,Roger K. Newport,AK STEEL HOLDING CORP,44430,2016,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,2.7921259,4.7049069,4.8491426,4.0703797,3.7540023
029968,001547108,Roger K. Newport,AK STEEL HOLDING CORP,44430,2017,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,2.7921259,4.7049069,4.8491426,4.0703797,3.7540023
029968,001547108,Roger K. Newport,AK STEEL HOLDING CORP,44430,2018,MALE,"STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS)",Iron and Steel Mills and Ferroalloy Manufacturing,331110,3312,2.7921259,4.7049069,4.8491426,4.0703797,3.7540023
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2011,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2012,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2013,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2014,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2015,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2016,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2017,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2018,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2019,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
144520,001744101,Susan R. Salka,AMN HEALTHCARE SERVICES INC,30486,2020,FEMALE,EMPLOYMENT AGENCIES,Employment Placement Agencies,561311,7361,4.8438807,5.6813202,5.0541806,3.2609005,5.3654857
018204,00182C103,Arthur S. Przybyl,ANI PHARMACEUTICALS INC,42340,2019,MALE,PHARMACEUTICAL PREPARATIONS,Pharmaceutical Preparation Manufacturing,325412,2834,5.3211126,5.5385027,5.5486345,2.9082756,5.4036679
018204,00182C103,Arthur S. Przybyl,ANI PHARMACEUTICALS INC,42340,2020,MALE,PHARMACEUTICAL PREPARATIONS,Pharmaceutical Preparation Manufacturing,325412,2834,5.3211126,5.5385027,5.5486345,2.9082756,5.4036679
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2011,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2012,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2013,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2014,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2015,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2016,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2017,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Peter T. Dameris,ASGN INC,23633,2018,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.3766732,5.2677746,5.0658612,3.5742536,4.9667001
025749,00191U102,Theodore S. Hanson,ASGN INC,44386,2019,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.2799635,5.0764723,5.2653093,3.2740705,4.7991815
025749,00191U102,Theodore S. Hanson,ASGN INC,44386,2020,MALE,HELP SUPPLY SERVICES,Temporary Help Services,561320,7363,4.2799635,5.0764723,5.2653093,3.2740705,4.7991815
019849,002121101,Lee Chen,A10 NETWORKS INC,61828,2019,MALE,COMPUTER COMMUNICATIONS EQUIPMENT,Computer Terminal and Other Computer Peripheral Eq,334118,3576,5.6107454,4.6619029,5.3768125,3.1242142,5.3107672
019849,002121101,Dhrupad Trivedi,A10 NETWORKS INC,45930,2020,MALE,COMPUTER COMMUNICATIONS EQUIPMENT,Computer Terminal and Other Computer Peripheral Eq,334118,3576,4.7125816,5.0065107,5.6727171,3.1680357,4.9705186
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2011,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2012,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2013,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2014,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2015,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2016,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2017,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2018,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2019,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
110760,00246W103,"Morris S. Young, Ph.D.",AXT INC,18072,2020,MALE,SEMICONDUCTORS AND RELATED DEVICES,Semiconductor and Related Device Manufacturing,334413,3674,3.7411053,4.3544307,3.8472486,3.4818282,3.9629693
001926,002474104,David H. Dingus,AZZ INC,36052,2011,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.1323397,4.7533817,4.2389083,4.052619,4.0390649
001926,002474104,David H. Dingus,AZZ INC,36052,2012,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.1323397,4.7533817,4.2389083,4.052619,4.0390649
001926,002474104,David H. Dingus,AZZ INC,36052,2013,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.1323397,4.7533817,4.2389083,4.052619,4.0390649
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2014,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2015,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2016,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2017,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2018,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2019,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
001926,002474104,Thomas E. Ferguson,AZZ INC,26893,2020,MALE,"COATING, ENGRAVING, AND ALLIED SERVICES","Coating, Engraving, Heat Treating, and Allied Acti",33281,3470,3.5012515,4.7775602,4.4242101,3.816834,4.0174174
024888,002567105,Clinton H. Severson,ABAXIS INC,34120,2011,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.3315463,5.2635565,5.0664935,3.2640438,5.1269307
024888,002567105,Clinton H. Severson,ABAXIS INC,34120,2012,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.3315463,5.2635565,5.0664935,3.2640438,5.1269307
024888,002567105,Clinton H. Severson,ABAXIS INC,34120,2013,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.3315463,5.2635565,5.0664935,3.2640438,5.1269307
024888,002567105,Clinton H. Severson,ABAXIS INC,34120,2014,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.3315463,5.2635565,5.0664935,3.2640438,5.1269307
024888,002567105,Clinton H. Severson,ABAXIS INC,34120,2015,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.3315463,5.2635565,5.0664935,3.2640438,5.1269307
024888,002567105,Clinton H. Severson,ABAXIS INC,34120,2016,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.3315463,5.2635565,5.0664935,3.2640438,5.1269307
037445,00258W108,Douglas A. Lindsay,AARONS CO INC (THE),50371,2020,MALE,"HOME FURNITURE, FURNISHINGS, AND EQUIPMENT STORES",Furniture Retailers (eff_from 06/15/2022),449110,5700,4.7380815,6.0029955,4.9332151,2.7838023,5.1042166
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2011,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2012,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2013,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2014,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2015,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2016,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2017,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2018,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
001078,002824100,"Miles D. White, M.B.A.",ABBOTT LABORATORIES,14300,2019,MALE,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS,Electromedical and Electrotherapeutic Apparatus Ma,334510,3845,4.6073198,5.256362,5.5309095,2.9558349,4.8777943
